label,text,is_valid
negative,"إذا كان هذا هو فيلم ""المفضلة"" لشخص ما ، فإنهم يحتاجون إلى بعض المساعدة الجادة. لا يوجد شيء مضحك أو ذكي حول هذا crapfest. لم أشاهد الفيلم الأصلي هذا هو إعادة إنتاج (فيلم 1950) ، ولكن يجب أن يكون ببساطة أفضل من هذا الزويد الجديد. <br /> <br /> يتم طرد رائد من الجيش لكونه عنصر هامشي ، ويختتم تعليم الأطفال في مدرسة تدريب ضباط الاحتياط. لسوء الحظ ، فإن الأمر الرئيسي هو Daman Wayans ... لذلك الأطفال في عالم من مزعج ، asininity humorless. هل يستطيع وايانز أن يبتلع هؤلاء الخاسرين؟ هل يمكن أن يجعله أكثر إنسانية؟ تفجير الفيلم كما تفعل معظم أفلام Wayans ، مع عدد قليل فقط من اللحظات البراقة. يحصل ويليام هيكي على دقيقة واحدة تقريبًا من وقت الشاشة ، قليل جدًا. هذا الرجل العجوز الساحر (المعروف بأفضل ما يكون لي كطالب ""Tales from the Crypt"" ، والمعروف بأنه الأفضل لك باسم ""Uncle Louis"" من ""Christmas Christmas"") يضيء كل لحظة يظهر فيها على الشاشة ، وهذا ليس كثيرًا هنا. <br /> <br /> Bam Bam Bigelow يجعل أيضًا مظهرًا مثل راكب الدراجة النارية ، الذي يناسبه تمامًا. أنا لا أمانع أكثر قليلاً من بام بام ، لكنني أعتقد أنه يحمل دور ""راكب الدراجة النارية"" بقدر ما يمكن حمله لفيلم عسكري. <br /> <br /> ثم هناك المعلم الجذاب ، يسقط شخص ما على الميجور باين على الرغم من أنه يعامل الأطفال بشكل سيئ ، وليس لديه مهارات اجتماعية ، ومن المستحيل ببساطة تحويله إلى شخص ما ترغب في قضاء بعض الوقت معه. يجب أن تكون إما غبية بشكل لا يصدق أو يائسة بشكل لا يصدق. لست متأكداً من (على الرغم من أنه يبدو ""غبياً"" لأن الفيلم يوضح أنها تخرج من المنزل في كثير من الأحيان). <br /> <br /> كان لإيانز لحظة ساطعة واحدة: تسلسل رقص حيث يقوم سلسلة من التحركات (بما في ذلك ""روبوت"" جميل جدا) ، وبمساعدة الموسيقى من 2 Live Crew. كان هذا المشهد ممتعًا ، لكنه لم يكُن مُصممًا لأي شيء آخر جعل من هذا الفيلم فيلمًا يتهجى. <br /> <br /> جديًا ، تجنّب هذا الفيلم. إذا كنت ترغب في مشاهدة فيلم ، فأنت خاسر يساعد الأطفال الخاسرين على أن يصبحوا أبطالا ، أو يؤجرون أو يشتروا ""إرنست غوس إلى كامب"". على الأقل هو خاسر محبوب ، ومضحك فعلا. ربما لو كان الميجور باين قد خاض غشًا ، فأنا أشعر بتحسن ، لكنه لم يفعل. ننسى Payne ، وننسى Wayans ... يمكنك أن تفعل ذلك أفضل بكثير.",False
negative,"وكان Boogeyman الأصلي سلاش خردة سخيفة ولكن مسلية نفض الغبار. لم يكن فيلما عظيما بأي حال من الأحوال ولكنه ممتع في الإطار الصحيح للعقل. أما الجزء الثالث من هذه السلسلة ، ""عودة البوغي"" ، من ناحية أخرى ، فهو ببساطة فظيع. يتكون من شيئين. أولا ، لقطات جديدة رخيصة والحيوية. ثانيا ، الأحمال من بتات المعاد تدويرها من الفيلم الأول. إن المادة الجديدة هواة بشكل لا يصدق ، ولكن ليس بطريقة حميدة ومسلية ، ببساطة مملة بشكل لا يصدق. من الواضح أن هذه اللقطات قد ضُربت معًا بسرعة وبدون أي جهد. وهو بمثابة جهاز تأطير لمقاطع لا نهاية لها من الأفلام الأولى (وربما الثانية). وفتى ، هل يحرقون تلك المشابك من الأفلام السابقة؟ في بعض الأحيان إعادة استخدام تسلسل مرارا وتكرارا. الإضافة الجديدة الوحيدة لهذه الأجزاء هي صوت فوق ذلك يصف بدقة ما يمكن أن نراه بأعيننا. إن التجربة الكاملة في مشاهدة هذا هو حقا الذهول. <br /> <br /> عودة Boogeyman هو مثال على أسوأ أنواع الاستغلال. النوع الذي يستغل الجمهور بطريقة تهكمية للغاية. أريد أن أبقي هذه المراجعة موجزة ونقطة لأن هذا الفيلم لا يستحق أكثر من ذلك. لا يوجد شيء هنا ذو قيمة على الإطلاق. هذا لا قيمة له",False
negative,"إنه لأمر محزن أن الجماهير الرومانية لا تزال مأهولة بالسكان المبتذلين وغير المتعلمين الذين يستمتعون بهذا النوع من العروض الرخيصة والمثيرة ، باعتبارها سطحية ووحشية مثل سلسلة ""غارسيا"" أو مسرحيات ""فاكانتا فاري"" ... والفرق هو موغور ميخيسكو ودورو أوكتافيان دوميترو وغيرهم من الحرفيين لا يفترضون أبدا أن يزعموا معارضهم بأنها ""فن"". Pintilie ، الذي قدم منذ 40 عامًا فيلمًا جيدًا (""Duminicä la ora sase"") يتبعه فيلم آخر رائع ، (Nice Reconstituirea) ، يحاول أن يعلن عن فيلمه ""الأعمال الفنية"" - ولكن للأسف على مستوى محدود للغاية من وسائل التعبير السينمائية على وجه التحديد. على هذا النحو ، يقدم ""Niki Ardelean"" مرة أخرى عينة من ""HOW NOT"" - وهذا يتعلق بالجدارة فقط.",False
negative,"عندما سميت مارلين ديتريش بسماعة شباك التذاكر في عام 1938 ، كانت إحدى حفنة من الممثلات الذين تم تسميتهم بأوراق التجارة ، كانت أفلام مثل ""حديقة الله"". كيف يمكن لفيلم أن يكون جميلًا للغاية أن ينظر إليه ويتحلى بهذا القدر من البهجة. أيضا كيف مارلين إذا كانت تحاول توسيع نطاقها وعدم لعبها جنسياً فقد تمسكت بقصة قديمة الطراز هذه أبعد عني. <br /> <br /> حديقة الله ، واحدة من أوائل الأفلام في التقنية الحديثة كانت رواية تم إعدادها في مطلع القرن الماضي على يد روبرت هيتشينز الذي تعاون بعد ذلك في التأقلم مع ماري أندرسون التي شاركت في 241 عرضًا في الفترة ما بين عامي 1911 و 1912. ثم حصلت على اثنين من التكيف الشاشة الصامت. تدور القصة حول راهب هرب من الدير في تونس الفرنسية لرؤية بعض ما فقده في العالم. ويمتد إلى امرأة محجوبة بالمثل كانت غير متزوجة وأمضت سنواتها الأولى في رعاية أحد الوالدين المرضى. إنها تسافر الآن في الصحراء ويلتقي الاثنان في القطار. <br /> <br /> المرأة بالطبع مارلين والراهب الجامح تشارلز بوير. لست متأكداً مما كان في عقل ديفيد أو. سلزنيك في تصوير هذه القصة. قد يكون شخص ما مثل إنغريد بيرغمان قد جعله مستساغًا للجمهور. لكن بإمكانك المراهنة بأن الجمهور عام 1936 عندما قاموا بتفريغ أموالهم لشراء تذكرة كانوا يتوقعون أن يروا مارلين فيها يومًا عصريًا أكثر من كونه قديسًا بهذا اللقب. الجمهور لا يزال يتذكر رودولف فالنتينو ، ويمكنك أن تراهن على أنه كان بعض الرومانسية الصحراوية والإغراء الذي كانوا يتوقعونه. <br /> <br /> أما بالنسبة للرهبان فعليك أن تتذكر أنهم يدعمون أنفسهم في أديرتهم وهذا على وجه الخصوص زجاجة واحدة من النبيذ الخاص الذي يحدث Boyer أن يكون واحدا مع السر. سيكون على الدير أن يعيد التفكير في اقتصاديته إذا غادر بوير. الرهبان هم مجموعة واعية مخلصين ، ولكن من رأس الرجل تشارلز والدرون إلى أسفل لديهم الحق في أن يهتموا ببعض الاهتمام بالنفس. <br /> <br /> على أي حال ، يتم قول الكثير من البديهيات الدينية هنا بواسطة زوج من العملاء المحتملين غير مناسبين للأجزاء. على الأخص مارلين ديتريش. كنت أشاهد هذا الفيلم بعيني التصوير السينمائي الخاص باللون الصحراوي وننسى المؤامرة.",False
positive,شاهدت ، أدهشت وفتن ، من خلال التمثيل الصوتي والبدني. كانت الأدوار التي لعبتها كل شخصية تتم بالتميز. الكلمات ، الكلمات ، كل إيماءة ، شروق الشمس ، أخبرتها بكل شيء. لقد تحدث معي الفيلم. لقد استمعتني إلى إدراك مختلف لشخص يؤمن بالجنس البشري. من يؤمن بالسلام والسلوك اللطيف. كنت محتجزا أيضا في كفر ، من خلال التضحيات والكرامة الإنسانية تم تصويرها. السلطة دون نعمة ، هو مجنون وطبيعي من دون مشاعر. إن الرغبة في القوة على حساب البشرية ، أمر لا يصدق. جعلني هذا الفيلم خائفاً جداً بالنسبة للأشخاص الذين لم يعودوا في هذا العالم. والحزن هو أنني أفكر فيهم. يعجبني هذا الفيلم للمحادثات وتعابير الوجه لكل ذلك. نرجو أن ينعم هذا الفيلم.,False
positive,كان من الممتع مشاهدة هذا الفيلم .. على الرغم من شعوري بأنني حصلت على الكثير من الوقت ، أن هذا الفيلم كان يكاد ينسخ شركة الوحوش. هناك أشياء قليلة متشابهة للغاية بين الاثنين ، العلاقة بين الحيوان / الوحش و طفل صغير ، حيوانات أخرى تحاول كسر تلك العلاقة ، وما إلى ذلك شعرت بذلك إلى حد كبير في جميع أنحاء الفيلم ، بالنسبة لي. <br /> <br /> واحدة من ميزات الاسترداد رغم ذلك ، هو سكرات :) شخص مضحك جدا جدا ، حتى لو كان لا يخدم أي غرض :),False
negative,"ومثلما ألمح بعض المراجعين الآخرين إلى سابقًا ، أود أن أعرف ما هو المورون الذي قرأ النص فعليًا وذهب ""،"" نعم! هذا هو ، هذا هو الفيلم التالي الذي سننتقل إليه الضوء الأخضر !! "" ومهما كان هذا الشخص ، يجب فحص رأسه لنشاط الدماغ الفعلي. نظرًا لأن أيًا كان مسؤولًا عن الإطاحة بالمال فعليًا لجعل هذا يحدث بعد قراءة النص ، حسنًا ، أود أن أمنحك عنوان بريدي الإلكتروني وربما كنت ترغب في منح بعض المال فقط. هذا الفيلم شنيع بكل الطرق. <br /> <br /> ويانز مضحك ، على الأقل يمكن أن يكون. لقد صنعوا بعض الأفلام الجيدة وقدموا بعض العروض المضحكة بشكل لا يصدق على طول الطريق. لكن هنا ، ليس فقط الفرضية تتحدى كل المنطق ، ليس فقط هو التصرف الرهيب ، ليس فقط الفيلم بأكمله مهين من البداية إلى النهاية ، ليس فقط هو الاتجاه الهاوي كما يمكنك أن تجده ، لكنهم يريدونك بالفعل دفع لرؤية هذا الفيلم. ربما لو كانت مجانية ... لا تزال ، مضيعة للوقت. <br /> <br /> عادةً ما أميل إلى كتابة بعض المراجعة الطويلة والمفصلة حول سبب كون هذا الفيلم سيئًا للغاية ، يكفي فقط أن أقول أن اسمحوا لي باختصار تفعل الحديث. هذا هو أدنى فيلم مشترك قاسم ، وهو غير مألوف مثل نوبة قلبية. <br /> <br /> 0 / 10..جعل قائمة العشرة الأوائل من أسوأ الأفلام في كل العصور!",False
positive,"انتهى للتو من مشاهدة هذا الفيلم ربما للمرة السابعة أو الثامنة ، وحملته ليلة واحدة تم مشاهدته من قبل في Blockbuster وأحببته تمامًا ، لقد عرضته على 4 أشخاص حتى الآن وقد استمتعوا به أيضًا. تجنب كل بريق هوليوود ، المؤثرات الخاصة والتوتر على ""عامل الصدمة"" ، هذا الفيلم المستقل بقلم Paul F. Ryan يضرب المسمار على الرأس في التعامل مع ما بعد حالات الصدمة. بعد تخرجه من المدرسة الثانوية ، يشكل شخصيتان مختلفتان هما أليسيا (Busy Philipps) و Deanna (Erika Christensen). أليسيا ، الفتاة ذات القلب الحجري ، القوطي الذي لديه موقف متشائم للحياة يساعد ديانا للتغلب على قضايا الحياة والموت والعيش في أعقابها. في هذه الأثناء ، تحاول ديانا مساعدة أليسيا على رؤية بعض النعومة والضوء في العالم من جديد. لا يشدد على الحدث المروع من إطلاق النار ، ولكن على العلاقات الشخصية بين أولئك الذين نجوا من ذلك يضع هذا الفيلم بعيدا. على الرغم من ميزانيته المنخفضة ووقت تصويره القصير ، فإن هذا الفيلم بعيد كل البعد عن جبني. يدفع ريان الاحترام لموقف لم يتحمله أبداً ومحاولة الخوض في النفس البشرية. مع الممثلة المذهلة والمجيدة ، فيليبس ، يضيف الدراما الضرورية للحوار والشعور العام للفيلم ويساعد كريستنسن على موازنة شعور ""الموت والكآبة"" الذي قد يكون لهذا الفيلم. بشكل عام ، أوصي بهذا الفيلم ، وإذا كنت تستمتع بموضوع العدوان المدرسي والعنف ومعرفة المزيد عنه ، أقترح أيضًا الفيلم الوثائقي ""إنه عالم للبنات"" الذي وضعته CBC في عام 2004 ، والذي يتناول موضوع التنمر الاجتماعي ، مقارنة ومقارنة مجموعتين من الفتيات واحدة في مونتريال ، كيبيك والآخر في فيكتوريا ، كولومبيا البريطانية ، ومجموعة من الأصدقاء والمعارف من فجر ماري Wellesley فتاة تبلغ من العمر 14 عاما الذي قتل نفسه بعد تعرضه للتخويف بوحشية.",False
positive,"لا أستطيع أن أصدق كيف غير معروف هذا الفيلم ، كان لا يصدق على الاطلاق. انتهت الخاتمة معي منذ حوالي ثلاثين سنة. فجرتني إشارة الطريق من خلال مرآة الخلفية. إذا كنت تحب ""السباق مع الشيطان"" فسوف تحب هذا الفيلم",False
positive,"آلان ديلون يزور انتقامًا سريعًا ومؤكدًا على عائلة الجريمة القاسية التي استخدمته كضلع في فيلم ""البنادق الكبيرة"" Duccio Tessari بعد أن قتل زوجته وطفله عن غير قصد. يستغل تيساري وسيناريست روبرتو غاندوس ، وأوغو ليبيراتوري من ""دقيقة للصلاة ، والثانية للموت"" ، وفرانكو فيروشي من ""عصبة الموت"" هذا العمل حول مسلح مهني للموجهة إلى السلك. وبالفعل ، فإن ""البنادق الكبيرة"" يمكن التنبؤ بها إلى حد ما ، ولكنها لا تزال تتصف بأنها ترفيه قوي مع الكثير من عمليات القتل الوحشية والمفاجئة في كثير من الأحيان. ألان ديلون من ""غودسون"" هو مقتنع بشكل مناسب لأنه يوزع الموت بشكل منهجي لرؤساء عائلات الغوغاء الذين رفضوا السماح له بالتقاعد حتى يتمكن من الاستمتاع بالحياة مع ابنه الصغير وابنته. يلعب ريتشارد كونتي من ""العراب"" دور رئيس الجريمة في صقلية الذي يريد دفن الأحقاد بشخصية ديلون ، لكن بقية زملائه الأقوياء يريدون أن يقتل الضابط. مثل معظم أفلام الجريمة في ستينيات وسبعينيات القرن العشرين ، فإن فيلم ""البنادق الكبيرة"" يشترك في الأخلاق السينمائية التي لا تدفعها الجريمة. ومن المثير للاهتمام أن الرجل الوحيد الذي لا علاقة له بقتل زوجة وابن البطل نجا بينما كان آخر يخون البطل بأحقاد صارخة. Tessari لا تضيع ثانية في هذه الـ 90 دقيقة. وبصرف النظر عن الأم والابن اللذان يموتان في سيارة مفخخة تعني الأب ، فإن أسوأ شيء يحدث يحدث في ساحة السيارات المتضررة عندما يسحق أحد المنتسبين البطل في سيارة خردة. ظاهريًا ، ""Big Guns"" هو نزهة غير دموية ، لكن لديها عددًا كبيرًا من الجسد في الميلودراما عام 1973. فقط في اللحظة الأخيرة ، سمح بطل الرواية بحذره ، وهكذا بقيت الأخلاق المفتعلة للعين سليمة. يسير Tessari بضعة مطاردات سيارة اللائق و موت don في قطار الذي يمر عبر نفق قطار دموي مثل هذا غزل عنيف. التصوير والتركيبات ممتازة.",False
positive,من بين جميع الأفلام التي رأيتها ، وهذا هو معظمها ، هذا هو أفضل فيلم مصنوع في المقام الأول عن المناطيد البحرية الأمريكية (Blimps) خلال حقبة WW-II. نعم هناك أفلام أخرى ذات صلة بتقنية LTA ، ولكن معظمها يستخدم مؤثرات خاصة أكثر من أي لقطات في الوقت الحقيقي. هذه البحرية الرجل لديها لقطات أكثر في الوقت الحقيقي من المناطيد الخ. صحيح ، الكثير من الحوار مبتذل ولكن هذا هو ما يجعل الأفلام أكثر إثارة للاهتمام في هوليوود ، حتى اليوم. ملاحظة قضيت 10 سنوات (من أصل 20) ولديها أكثر من 5000 ساعة في الطائرات البحرية من جميع الأنواع ، من عام 1949 حتى عام 1959. عضو فخور في رابطة الطائرات البحرية الخ. [ATC (LA / AC) USN متقاعد],False
positive,"عندما رأيت طبيب الأسنان ، اعتقدت أنه كان باردا جدا. لكن هذا الفيلم ليس للجميع ، ولا سيما الناس الذين لا يحبون مشاهد الدموية مثل طبيب الأسنان لديه الكثير من مشاهد الدموي. هذا هو السبب في أنه من تصنيف R18. انها عن طبيب الأسنان بيفرلي هيلز الدكتور آلان فينستون ، الذي يجد زوجته بروك الغش عليه مع رجل أعمال. من الأفضل أن تذهب إلى طبيب أسنانك ""قبل"" تشاهد هذا. ولكن إذا كنت لا تحب الذهاب إلى طبيب الأسنان بالفعل ، فمن الأفضل عدم مشاهدة هذا لأنك قد تؤجل حياتك. طبيب الأسنان لديه أفضل انتقام دموي في ذلك رأيته في حياتي. من شاهد فيلماً لديه طبيب أسنان (سبويلر) يسحب كل أسنان زوجته الغش ويقطع لسانه بدون مخدر؟ نفض الغبار بشكل عام ، ولكن ليس للجميع.",False
negative,"لأن كلمة ""قاسية"" قد تكون الكلمة الوحيدة لوصف نوايا صناع الفيلم هؤلاء. أين أبدأ؟ في صنبور من التشوه ، سأبدأ بالتمثيل الفظيع لكل شخص تقريباً في هذا الفيلم. خدش ذلك. تقريبا لا ينتمي إلى هذه الجملة. لا أستطيع التفكير في شخصية واحدة تم تصويرها بشكل جيد. وعلى الرغم من كل ذلك ، فإنه من المستحيل تقريبًا تصوير هذه الشخصيات ذات الأبعاد الصفرية بطريقة ناجحة. ومع ذلك ، فإن الفتاة التي لعبت دور كاثرين (التي لا أذكر اسمها بشكل متعمد - أنا أظن أنها غير موجودة) لا تزال واحدة من أسوأ الممثلين الذين شاهدتهم على الإطلاق ، فقط من قبل الشخص الذي لعب دور سيباستيان. كانت القصة رهيبة الله. حاول أن يعكس التألق الذي كان الأول ولكنه فشل بطرق عديدة. كان كل جزء منها بلا جدوى - على الرغم من أنني سأعترف (على مضض) بأن تطور الحبكة كان جيدا للغاية ، إنها مفاجأة له. وكانت النهاية على الأقل مضحكة بعض الشيء. لكن هذا الفيلم هناك مع أسوأ ما رأيته. لا تشاهدها. فقط لا تفعل ليس هناك أي قيمة على الإطلاق في مشاهدته. لا شيء. إنه يأخذ فقط التمتع بالأول.",False
positive,"اعتقدت أن أصل هذا الفيلم كان جذابًا وجذابًا ، بالإضافة إلى وجوده جالسًا على حافة المقعد محاولًا اكتشافه. <br /> <br /> نظرًا لأنني قد شاهدت بالفعل الفيلم الأصلي ، عندما رأيت هذا على قناة Sci Fi - لا أعرف ما إذا كانت هذه النسخة الجديدة قد تم إعدادها بشكل متعمد لـ Sci Fi - كنت أعرف ما كانت عليه في الدقائق القليلة الأولى. بما أنني أحب ريتشارد بورجي كطرف شخصي ، كنت أرغب في رؤية كيف سيسحبها. <br /> <br /> قام الكتاب / المنتجون إلخ بتحديث الفيلم قليلاً من خلال محاولة شرح محنة ""الأجانب"" ""(لم يعد باستطاعتهم إعادة إنتاج نوعهم والمساعدة المطلوبة) باستخدام نفس العلوم الزائفة التي حشرت في آذاننا في التسعينات. ربما أضاف القليل من التلميع للفلم ، أو لا. <br /> <br /> هذا الفيلم. فيلم؟ يأخذ هذا الإنتاج على حافة أكثر شرا من الأصلي - انتهى الأصلي مع المواجهة بين الشابة والأجنبي وفهم نوع ما ، رغم عدم وجود حل لمشكلة الأجانب. <br /> <br /> أتذكر نوعًا ما أنه في هذه النسخة الجديدة ، أصبحت المرأة عدائية تجاه Burgi / Alien - أعتقد أنه كان يمكن أن ينتهي بشكل أفضل. لكن النهاية هي مجرد النهاية ، والغزل هو غزل متورم ، كونه من مخزون اللب العلمي الأساسي 1958. كتب العديد من قصص الخيال العلمي العظيمة في الخمسينات ، وبعضها حتى جعلها تصويراً. <br /> <br /> هذا أمر مثير للاهتمام لمشاهدة مثل يوم ممطر أو شيء من هذا القبيل. لقد قمت بتقييمه على درجة كبيرة من جميع طرز موسيقى الخيال العلمي القديمة من طراز 50 ، والتي جاءت بشكل جيد. لقد استمتعت بهذا الأمر بعض الشيء. <br /> <br /> ولكن إذا كان أي شخص يرغب حقًا في رؤية هذه القصة ، فقلت إلى أن النسخة الأصلية لعام 1958 مع توم تيرون وغلوريا تالبوت ، من إخراج جين فاولر جونيور.",False
negative,كان علي أن أعرف أنني كنت في مشكلة مع كاسبر فان دايم كشخصية رائدة. لا يمكن للكلمات أن تصف ، ولا تنصف مدى فظاعة هذا الفيلم. ولكن اسمحوا لي أن أحاول أن أصف ذلك: التمثيل الرهيب ، الحوار الرهيب ، المواقف المدققة ، ومن خلال كل ذلك ، يمكنك أن تشعر بأنك تغذى على المعتقدات والتطفل من شبكة بث ترينيتي. انها محاولة ضعيفة في محاولة لإظهار هوليوود أن الفيلم يمكن أن يكون مسلطا ولديه رسالة دينية عميقة مرتبطة به. فشلوا فشلا ذريعا. كان من الواضح أن أسوأ فيلم رأيته منذ وقت طويل.,False
negative,"فيلم ""الميج باين"" هو فيلم عن رائد يجعل الحياة جحيماً لمجموعته الصغيرة من الأولاد في مشاة البحرية. هذا الفيلم ليس لديه الكثير لتقدمه ، لكنه يوفر العديد من اللحظات المرحة التي تستحق المشاهدة. لا نتوقع أن يكون فيلمًا لا ينسى. فقط أتوقع أن تضحك من خلال الفيلم وعلى حساب الآخرين. كانت المواجهة بين الرائد باين والفتى السمين فرحان ، وهذا كل ما أتذكره في الواقع فيما يتعلق بالفيلم باستثناء الأولاد الذين يريدون الانتقام من الرائد باين. مرة أخرى ، إنه ليس فيلمًا رائعًا ، ومن الأفضل مشاهدته في يوم ممطر عندما تحتاج إلى بعض الضحك.",False
positive,عندما يدخل شخص ما سيارة من الزجاج الامامي للسيارة ، يقوم شخص آخر بأغني آخر أغنيته ، ولم يتفاعل شخص آخر ، وفقا للصوت. أنا فقط أتساءل كيف تم ذلك. كان هناك الكثير من المشاهد في هذا الفيلم الذي تساءلت حول كيفية وجود الكاميرا هناك. إذا كانت المشاهد التي تم تصويرها في مكان ما بعد سقوط وارهولز على حزب ما بعد الحرب في حزب بنجلادش حقيقية ، فإن ذلك كان استغلالًا لا مبرر له إلى أقصى الحدود ، إن لم يكن ، فكان ذلك مجرد تلفيق ، فإما أنه جعلني غير مرتاح ، إذا كان هذا هو الغرض؟ على طول الطريق من خلال هذا الفيلم ظللت أتساءل كيف جاء لقطات. إذا أخذنا بالقيمة الاسمية صورة جميلة للعبقرية (المُعذبة) فنحن جميعًا نؤمن بأنفسنا.,False
positive,"دراما رومانسية من الطبقة العاملة من المخرج مارتن ريت لا تصدق لأنها تأتي ، ولكن هناك لحظات من المتعة بسبب جاذبية النجوم جين فوندا وروبرت دي نيرو (كلاهما رائعان). إنها أرملة لا تستطيع المضي قدما ، إنه أمّي ومخترع خزانة - ربما يمكنك تخمين الباقي. تكيف رواية بات باركر ""شارع الإتحاد"" (لقب أفضل!) هو أمر مرهق إلى حدٍ كبير ، و تحرير الفيلم هو فوضى ، لكنه لا يزال لطيفاً. الخيال ذو الياقات الزرقاء وردية. لا توجد مفاتحات لقضايا خطيرة (حتى زاوية الأمية هي مجرد وسيلة لقصص الحب التي تلت ذلك) وليس الألعاب النارية الحقيقية ، على الرغم من أن الشخصيات هي عديمة اللون قليلا عن قصد وتحولت إلى أسفل إلى درجة مثيرة للاهتمام. الخاتمة عبارة عن زغب نقي - وسيجد المتهكمون صعوبة في ابتلاعها - على الرغم من أن هذين الشخصين يستحقان نهاية سعيدة ، وأن الصورة لن ترضي بأي طريقة أخرى. *** من عند ****",False
negative,لقد استمتعت كثيراً برواية بلال المصورة عندما خرجت ، وشعرت بالدهشة عندما رأيت المقطع الدعائي لهذا الفيلم ، وأكثر من ذلك عندما وجدت أن بلال قد أخرجه بنفسه. الفيلم ، ومع ذلك ، كان خيبة أمل كبيرة. الصور ليست في أي مكان قريب من الملمس الغني والغربي للأعمال الفنية الأصلية ، والقصة سيئة. يبدو أن بلال قد اختار التركيز على الجوانب الباطنية للرواية المصورة ، كما أنه لا يقوم بعمل جيد في ذلك ، <br ​​/> <br /> كان الجزء الأكثر إمتاعًا من الرواية المصورة الأصلية علاقة صداقة الكراهية بين نيكوبول وحورس. لقد كانا خارجين من الوقت والمكان المناسبين لهما ، وكانا مجبرين معا بالظروف. الأهم من ذلك كله ، كانوا مضحك ومحبوب. ليس هنا. ليس لدى نيكوبول شخصية مميزة على الإطلاق ، وحورس هو غائط أبهى لا يريد سوى أن يوضع. على الرغم من أن الفيلم فرنسي ، لا يجب أن يكون حورس! <br /> <br /> لقد شاهدنا جميع الأفلام التي استمتعنا بها ، ولكننا لم نوصي بها ، لسبب أو لآخر. لا أود أن أوصي Immortel لأي شخص ، باستثناء ربما كتحذير لعدم التغلب على موهبتك ومواردك. بلال حكاية رئيسية ، لكن من الواضح أنه ليس سيد كل وسيط مرئي.,False
positive,"على الرغم من التعليقات الأخرى المذكورة هنا ، ربما هذا هو أفضل فيلم هاري القذر. فيلم يعكس - على نحو أفضل أو أسوأ - المشاعر الاجتماعية السياسية للبلاد خلال سنوات ريغان المجد في أوائل الثمانينيات. إنه أيضاً فيلم حركة ركل. <br /> <br /> الافتتاحية مع قاضية ليبرالية ، تقلب قضية قتل بسبب نقص الأدلة الملموسة ثم تتجه مباشرة إلى المقهى مع العديد من المشاغب المؤسفة (المشهد الذي يدفع الشهير ، ""المضي قدما ، وجعل يومي"" سطر) ، ""المفاجئ المفاجئ"" هو واحد السفينة الدوارة بدون توقف لفيلم عمل. في المرة الأولى التي تلتقط فيها أنفاسك ، عندما يتم إرسال المفتش المشحون كالاهان إلى مدينة مجاورة للتحقيق في خلفية القبعة المقتولة. يحصل فقط أفضل من هناك مع مجموعة من البلطجية الرائعين للكالاهان للتعامل مع سرفريف مع ماض غامض. فالتوجيه والتصوير المذهلين ونصوص مرحة تساعدان في جعل هذا الفيلم أحد أفضل الأفلام في الثمانينيات.",False
positive,سيلفرليك لايف ، وجهة النظر من هنا ، هو فيلم مذهل تماما عن الإيدز وكذلك عن علاقة حب مثلي الجنس. ومن الصعب بالفعل التقاط بعض الصور ، خاصة عندما يكون المرء مثلي أو مخاوف بشأن الإيدز ، وربما لأي شخص حساس يشاهده. ليس من السهل صنع فيلم عن هذا المرض الرهيب وعواقبه على حياة شخص واحد فقط. يعلِّم هذا الفيلم كيفية الاعتناء ببعضهم البعض في مثل هذه الأوقات العصيبة ، لكنه لا يحصل أبداً على مهووسين ، فهو لا يزال يعرض الحياة في أي وقت ، ويذكرك أنه خارج المسرح أو في غرفتك ، تستمر الحياة ، مهما كان مصير بعض قد يكون الناس. الشخصيات محبوبة بشكل لا يصدق ، بينما نشاهد حميتهم في اللقطات التي لا تتعدى الحدود الصارمة ، ولا تكشف أبدا أي شيء خاص أو هجومي. لا يجب على الأطفال بالتأكيد مشاهدة هذا الفيلم ، ولكن الكبر ما إذا كانوا مضطرين للتعامل مع مثل هذه المواقف أم لا ، يجب أن يفعلوا ذلك ، ولن يندموا على الدموع التي يراقبونها.,False
positive,إنه فيلم جيد جدًا ، ليس فقط لمحبي فيلم Lady Death ، ولكن أيضًا لأولئك الذين يحبون أفلامًا متحركة / سلسلة من المغامرات والخيال. <br /> <br /> يدور الفيلم حول فتاة بريئة تقتل لشيء لم تفعله ، ولكن لأنها من ابنة حاكم جهنم ، لوسيفر نفسه. <br /> <br /> ثم إنها تسعى للانتقام ... والباقي من أفضل رؤيتك من الفيلم. <br /> <br /> أعجبني الفيلم كثيراً ، فالشخصيات تشبه الكوميديا ​​الأصلية ، وتشكل الفوضى. لم تتح لي أبداً فرصة قراءة الأجزاء الأولى من القصة في القصص المصورة ، فقط الأجزاء الأخيرة ، بعد الممرات في الفيلم ، لذلك لا أستطيع أن أخبرك إذا كانت الأحداث تشبه تماماً القصص المصورة ، لكن ... بطريقة أو بأخرى آخر انها قصة سيدة الموت!,False
