text,label
دائما تبعث النشاط الحيويه في النفوس مع كل صباح اسعد الله صباحك,Positive
دخيل عينك يادكتور كلامك ذهب,Positive
دربي زدني ثقتا بك فانه لايخيب من وثق بك,Positive
دعاء جميل ماشاء الله,Positive
دعواتك لنا يا شيخ سلمان بالتوفيق الفلاح الظفر حسن الخاتمه,Positive
دعوه اخاك بظهر الغيب لا ترد,Positive
دعوه المؤمن لاخيه بظهر الغيب اسرع من البرق,Positive
دلوعه حيوانه?,Negative
دمرني النصاني هودعيك يربي بطني,Negative
دمك ثقيل,Negative
ده عمله نادره الاخلاق ملهاش علاقه بالدين,Positive
دي اخلاق السلف الصالح,Positive
رائع ولاجمل ?حب ربنا,Positive
رائعين يا مصريين,Positive
رب فعل صغير يستعظمه غيرك خاصه ان كنت تمثل الاسلام,Positive
رب كريم,Positive
ربك دايما جنبك لو ناديتوا ها تلاقه,Positive
ربك دايما جنبك لو نديته هتلاقيه,Positive
"ربما تنام وعشرات الدعوات ترفع لك، من فقير اعنته او جائع اطعمته، او حزين اسعدته اومكروب نفست عنه، فلا تستهن بفعل الخير",Positive
ربنا اجعلنا من الصالحين اهدنا الي الريق المستقيم,Positive
ربنا اصلح احوالنا,Positive
ربنا المستعان ادعولنا ارجوكم,Positive
ربنا لا تزغ قلوبنا بعد ان هديتنا,Positive
ربنا يبارك فيه يكون قدوه للجميع المسلمين فى انحاء العالم,Positive
ربنا يباركلك يا استاذي يعزك,Positive
ربنا يتوب علينا من المعاصى,Positive
ربنا يثبته,Positive
ربنا يحمى الاسلام والمسلمين,Positive
ربنا يستر واخلاق المتاسلمين لا ترجعه مره اخرى,Positive
ربنا يسهل,Positive
ربنا يشفيهم,Positive
ربنا يصلح احوالنا يا رب ظاهرا باطن,Positive
ربنا يصلح حالنا جميعا,Positive
ربنا يعنا علي كل شيء,Positive
ربنا يعيننا علي نفسنا,Positive
ربنا يقدرنى ويعفو عنى,Positive
ربنا يقوي ايمانك,Positive
ربنا يقويكى على اخد القرار الصح واحسنى الظن بالله وتوكلى عليه وربنا يقويكى على ضعفك يارب ويعدك عن الغلط ده,Positive
ربنا يقوينا ويقدرنا,Positive
ربنا يكتر من امثالك يا مصطفى,Positive
ربنا يكرمك على سعيك وحُبك للمُساعده,Positive
ربنا يكرمك يا دكتور,Positive
ربنا يكفينا هذا الشر,Positive
ربنا يهدينا يهدي بينا امه محمد الغافلين,Positive
ربنا يهديني ويجعلني من الخاشعين والمسلمين اجمعين,Positive
ربنا يوفق الجميع علي الخشوع,Positive
ربنايحفظك ياشيخ,Positive
ربنايقويك اتشجعي وخوذي قرار وخلي الصحبه الصلحه جنبيك,Positive
ربى يزيدن ايمان وتقه يارب,Positive
ربي ارزقني حلو الحياه و جمال الحظ و سعه الرزق و راحه البال,Positive
ربي اشرح لي صدري و احلل عقده من لساني,Positive
ربي يكون بالعون ياخي فقد احزنني كلامك,Negative
ربي ينعم علينا بنعمه الخشوع,Positive
ربي يهديهن,Positive
رجعتولنا الفرحه اللي نسيناها,Positive
رح اجتهد باني اكون حلوه يوم عرسي مش اكون مثل القرده,Negative
رحمه الله رحمه واسعه واسكنه فسيح جناته .. نعم الدكتور ونعم الداعيه ونعم الاب ونعم الصديق .... مخلص في عمله ... صدوق في دعوته,Positive
رضيت بالله ربا وبالاسلام دينا وبمحمد صلى الله عليه وسلم نبيا ورسولا,Positive
رعب وخوف على وجهك ياجبان,Negative
"رغم انني اول من اثار فضيحه في المناهج المقرره في الاردن طوال عقود مضت ، و عوقبت بالفصل عده مرات من التربيه",Negative
ركز في الاجابه وقول يارب وخد قرار,Positive
رهيب حسن تعالى تعالى,Negative
روح اكتب اشي زي العالم الناس بدل ما انت بتتهبل هيك بتتمسخر يا مسخره,Negative
روح موت وانتحر,Negative
روعه الاشياء تبقى روائحها بقى اصحابها ام انصرفوا,Positive
ريحتك طلعت,Negative
رئيس مو عارف يحكي حرف الاس روح تخيب ولك يلعنها انيسه على هيك جحش خلفتو,Negative
زاكى اكيد رهف بكفى انه من مشتقات الحليب,Positive
زمان المطربيين اللى غنو لهم المعاتيه دول ولعو فى مقابرهم وبيعيطو بدل الدموع دم على تراثهم اللى راح,Negative
زنخه زيك,Negative
زهايمر وخرف وحبتين كبتاجون,Negative
سابقى رائعا معك الى النهايه ان بقيتي رائعه معي الى النهايه,Positive
ساترك حبك ليس كرها فيك ولكن لكثره الشركاء فيه,Positive
ساعات اللى فى السر هو اللى بيخلى الناس تحبك فى العلن من غير ما يكونوا عارفين الا انهم بيحبوك من غير سبب,Positive
"ساعد نفسك بنفسك حتى تجد الطريق المناسب الذي تريده، اكتشف قدراتك واستغل مواهبك ولا تترك نفسك لحيث تاخذك الرياح فينتهي العمر قبل ان تحقق حلمك!",Positive
سافل و غشاش,Negative
سالت اصحابي ف هذا المجال و حكولي غير هيك.الموضوع مكلف. الكل باكد انه الحل لوضع الاردن الحرج هو طاقه نوويه,Negative
سبحان الله اللهم ارزقنا الطمانينه اليقين,Positive
سبحان الله ان الله يرزق الدوده في جوف البحر,Positive
سبحان الله بحمده عدد خلقه رضى نفسه زنه عرشه مداد كلماته,Positive
سبحان الله خالق السماوات الارض,Positive
سبحان الله قادر على كل شىء,Positive
سبحان الله له فى خلقه شؤون,Positive
سبحان الله مالك السموات الارض,Positive
سبحان الله مواقف لها معنى قيمه فعلا تعلم ما شاء الله,Positive
سبحانك ربنا الواحد الاحد لا شريك لك تحيي تميت انت على كل شيء قدير صلى الله سلم على نبينا محمد على اله صحبه اجمعين,Positive
سبحانك ربي اني كنت من الضالمين,Positive
سبحانه يهدي من يشاء لا اله الا الله محمد رسول الله,Positive
ستجد مساعده الله وعونه لك عندما تكن النيه صادقه,Positive
ستضافتهم وعاملتهم معامله انسانيه ولم تحصرهم في مخيمات تفتقر لادنى مطلوبات الحياه مثل الاردن,Positive
سخافات وتخلف شباب وصبايا هل الايام,Negative
سخافه الشاميين ابدا ما ينفع لهم الكوميديا,Negative
سخافه بكل ماتحوي الكلمه من معنى,Negative
سخافه مالها حدود,Negative
سخيف مره يمسخرون الواحد ومافي شي يضحك اصلا,Negative
سخيفه قوووه,Negative
سعادتنا تكون بحسن الاستمتاع بالاشياء التي نحصل  عليها كما تكون بحسن الاستغناء عن الاشياء التي نُحرم منها,Positive
سلامٌ عليكم طبتم تُقال للطيبين عندما يساقون للجنه وهم من طابت اقوالهم وافعالهم في الدنيا . اللهم اجعلنا منهم..,Positive
سلطان القرف,Negative
سلمت امري ربي عالمين رغم البعد احس ان ربنا رح يكتب ويجمعنا ويكون نصيبي,Positive
سلمت سلمت يداك انها الاخلاق الكريمه التي علمنا اياها رسولنا الاعظم صلوات الله سلامه عليه اننا انشاء الله سنفعل ما بوسعنا حتى نرسم صوره راقيه جميله عن ديننا اخلاقنا الله المستعان,Positive
سلمت يداك روعه,Positive
سلمت يمناك كلام من ذهب,Positive
سلوا الله الجنه والحوا عليه في طلبها ييسر لكم اسباب دخولها فكل نعيم دونها شقاء وكل فوز دونها خسار فمن زحزح عن النار وادخل الجنه فقد فاز ,Positive
سماجه سماجه ووالله البنانيين دمهم ثقيل مره,Negative
سنبقى دائما معا نشاطر بَعضنا البعض مر الحياه وحلوها,Positive
سنبقى نذكر دوله الشهيد وصفي التل الذي كان رئيسا للوزراء حبيبا للفقراء,Negative
سوبر حمار والله هذا السوبر حما سبب في تخلفنا,Negative
سوبر سطار ولا بلاش,Negative
سوبر طقاع اول واحد جايته زبيريه,Negative
سوريا تعرضت لمؤامره والامر المحزن ان ولاد سوريا انزلقو فالمؤامره هاذي والشنيعه,Negative
سيئ جدا,Negative
شاهد تحرش جماعي بسيده تحمل طفلها على كورنيش,Negative
شباب صايع مو ملاقي ياكل مخه فاضي متخلف عقليا,Negative
شبابنا زي الورده بس بدهم حدا يدعمهم,Positive
شبابنا فيهم الخير بس بدهم حدا يرشدهم,Positive
شخصيه تافه,Negative
شردو اطفلها وقتلوا رجالها,Negative
شعب سخيف,Negative
شعب لا يحركه هذا الظلم التعدي على كرامته هو شعب لا يستحق الحياه,Negative
شعوب تافهه همها الحياه الدنيا فكروا في نهايتكم,Negative
شعور الانفصام تاع سنه خامسه كثير بخزي! اللي هو انك عملت كل شي ممكن ينعمل بالجامعه فزهقت وبدك تتخرج بس بنفس الوقت مش هاين عليك تترك الجامعه,Negative
شغل مشغول قرف يع,Negative
شفتها اقول وشذا الكيك,Negative
شكرا دكتور فكلماتك لها بالغ الاثر في نفوسنا,Positive
"شكرا لجميل اثراءك المعرفي، كلامك وسلاستك في ايصال المعلومه جميله للغايه",Positive
شكرا لك,Positive
شكرا للنجمه الراقيه كنزه اخبار النجوم,Positive
شكلك احول موب حوله,Negative
شكلك دايما متاخره عن المدرسه,Negative
شكلو عمرو ماشاف كاميرا تصورو,Negative
شنو السالفه يعني اتقارنون القران الكريم ويه نجوه كرم هاي العرمه لا الله الا الله,Negative
شو الاشي الي بيضحك ما ازنخك,Negative
شو الي جنني و نزلت ماده اثار الاردن,Negative
شو بالا يا دانيا المشكله مش عارفه تكتب هعهعه,Negative
شو عاجبك فيها مثلا ؟ لتكون سيارتكم,Negative
شو عادي يزم انتا ما عندك دم ونخوه يزم انتا مش بني ادم ترى ورح طير,Negative
شو نوع الحشيش ؟؟,Negative
شو هاد البرنامج معقول عرضوه على القنوات,Negative
شو هاض المنشور الوسخ,Negative
شو هالافكار الجهنميه,Negative
شو هالغباء فضحتنا,Negative
شو هالمنشور الوسخ,Negative
شو هل الاهبل,Negative
شو هيدا دلع اخر زمن,Negative
شو يعني بدك ايانا نحكي من وراكي مش حلوه,Negative
شوف شكلك بالاول بعدين احكي,Negative
شي مؤكد انك حمار,Negative
شيئ مؤسف الله يهديه,Negative
صادقه وفنانه من الزمن الجميل والفن اخلاق واحساسها يدرس,Positive
صار بدها بطاريه التقوى شحن,Positive
صار عناد وكره قله ادب بس ظلموها,Negative
صباح الابتسامه مرسومه على محياك ربي اجعل حياتي حياه احبتي نور على نور,Positive
صباح الاماني الجميله المحققه باذن الله,Positive
صباح الاماني المحققه باذن الله,Positive
صباح الامتحانات,Negative
صباح التفكر,Positive
صباح الحب من الله علينا جميعا,Positive
صباح الحريه والنصر,Positive
صباح الخير الاشراق الامل,Positive
صباح الخير لك ياشيخ لكم كلماتك دائما تشعرني بالامان والسكينه والرضي بما كتب الله,Positive
صباح الخير والسعاده لكم,Positive
صباح الخير والفل,Positive
صباح الخيرات والعبادات,Positive
صباح الدرب للجنه,Positive
صباح الدرب للجنه و بلبل شادي بفنه و ريحه الياس و الحنه,Positive
صباح الدرب للجنه وبلبل شادى بفنه وريحه الياس والحنه اقولها لكل احبابي اللهم اجعلنا ممن يتمتعون بروح وريحان وجنه النعيم من الرحمن,Positive
صباح الرحمه و البركات ان شاء الله,Positive
صباح الزنبق والفل والياسمين,Positive
صباح السعاده العامره,Positive
صباح العسل,Positive
صباح العفو والتسامح صباح الخير لوجه الخير,Positive
صباح الفل الورد يا شيخ سلمان عطر الله صباحك بذكره شكره حسن عبادته,Positive
صباح القشطه,Positive
صباح النور السرور الورد المنثور,Positive
صباح الهمه النشاط شيخنا الفاضل,Positive
صباح الوجه الصبوح,Positive
صباح الورد الجوري الحمر والخمري,Positive
صباح الورد لوجه طيبه,Positive
صباح الورد والفل,Positive
صباح الوفاء لك يا صديقي,Positive
صباح كل جميل في هذا الكون,Positive
صباح ملؤه الحب العرفان,Positive
صباح ملؤه الخيرات المسرات,Positive
صباح مملوء بالخير لجميع المسلمين يا رب,Positive
صباحات الانوار,Positive
صباحات العقول اليقظه الهمم الحييه المتوثبه,Positive
صباحات النقاء الابتسامات الصافيه من القلب,Positive
صباحك جمال روعه,Positive
صباحك خير يا دكتور سلمان,Positive
صباحك سعيد,Positive
صباحك طيب كطيب المسك العنبر,Positive
صباحك مبروك عدوك مهلوك,Positive
صباحك نور,Positive
صباحك ورد ياسمين معطرين بنسمات من الجنه يا شيخنا الجليل حفظك الله من كل سوء نحبك في الله,Positive
صباحكم امل مشرق عطا متجدد كما شروق الشمس,Positive
صباحكم تفائل,Positive
صباحكم سعاده وعباده مقبوله ان شاء الله,Positive
صباحكم ضحكه قلب يملاه الرضى اضحك ياحبيب الملايين,Positive
صباحكـم نقاء يشبه سيرتك,Positive
"صباحكم هلا و شوق و غلا ،، صباحكم نور و فرح و سرور،، صباحكم ذوق و قدركم فوق ،؛ صباحكم حب وسعاده",Positive
صبح يحكي للتلفزيون الاردني العقار في الاردن رخيص ! وجميل ... رخيص يعني بنقدر نملك شقه ب 10000,Negative
صبحك الله بالخير,Positive
صبحكم الله ياهل الطيب بالخير يسعد ضحاكم الظهر العشيه,Positive
صح الابتسامه تصنع السعاده,Positive
صح الصح كمان,Positive
صح علشان كده منكذبش ونرتاح,Positive
صح كلامك احلى حكمه محد يبقى للنهايه رغم اتفاق الطرفين,Positive
صح لسانك,Positive
صح يا اخي صدقت الله يعين الجميع,Positive
صحح الخبر مش تحرير المشتقات النفطيه انما توليعها,Negative
صحيح الابتسامه لها تعابير كثيره,Positive
صحيح انك سافل,Negative
صحيح كل هالشغله بس قرار وبظن كلنا قادرين ناخده اذا استعنا وتوكلنا الله,Positive
صدقت الله يا شيخ,Positive
صدقت والله انت تريد وانا اريد والله يفعل ما يريد,Positive
صدقت يا استاذ عمر,Positive
صدقت يا رب اجعلنا راضين بقدرك,Positive
صدقتي رائعه معبره الكلام,Positive
صراحه الاراده القناعه هيا الغنى الاكتفاء,Positive
صراحه بخزي من دون مجامله,Negative
صراع متصاعد للهيمنه على سوق الالمنيوم العالميه,Negative
صرفات تجعلك زوجه نكديه بجداره,Negative
صرماتي براس اهلك,Negative
صلوا علي من بكي شوقا لرؤيتنا,Positive
صوتك وحش,Negative
صوته مره منبح احسه تعبان عاد زبدوله مابقى الا يطلع بعد شوي,Negative
صوتها بعيرَ ومصدقه حالها,Negative
صور جميله,Positive
"صوره مليانه روح ، يعلم الله اني سعيد جدا فيها ففيها شباب حافظين لكتاب الله",Positive
ضحكت طفل بسمه امل ,Positive
ضع امنياتكم في سجده انساها وتاكد ان الله لن ينساها ابدا,Positive
ضيعت دقايق من عمري بمشاهده ازنخ اتفه شخص بالحياه الا هو اللي بالنص لا حتى بعرف اسمه,Negative
طالما انك تتوجه الى الله عز وجل باستمرار فلسوف يفتح عليك اكثر مما تتخيل,Positive
طبعا اكيد والف,Positive
طبعا محدش يقدر بس سبحان الله فيه ناس عايشين من غير مياه,Positive
طبعا واقع,Positive
طبيب عيون اردني يسجل اختراعا جديدا في روسيا. كل يوم انجاز اردني يسجل.  اﻻردن تكبر بابنائها ,Positive
طريق واحد عدم اليئس هو طريق النجاح,Positive
طلعوا العرب اخس واخس واخس,Negative
طموح الانسان يدفه لتحقيق اهدافه يا رت شببنا ما يقولن فات الوقت الله يوفق من يشاء,Positive
طول عمر بخاف ان امثالك يصبحوا مطربين,Negative
طول عمرك تخاف من الحب ,Negative
طيب الله انفاسك وياسلام لو الشباب او الشابات اذا احبو يحبون كجب شاه جاهان وممتاز محل,Positive
طيب انا عايزه اشوف القصر,Positive
طيب ليه السخريه دى ماكنا كويسين,Negative
ظني بالله جميل,Positive
عادي محنا اتعودنا على الرفع من يوم يومنا نحن ما بنعرف غير الرفع همه برفعو نحنا بندفع على حسابنا,Negative
عالم فاضيه بيسمو الغناء فن بيشغلو الناس,Negative
عاهات العرب الجرب,Negative
عاهات اللهم لاشماته,Negative
عاهات وعهد الله عاهات ايه اللي خلاهم يغنو دول,Negative
عاهاتك يا وطنعاهاتك يا وطن,Negative
عاهاتك يا وطني,Negative
عاهاتك ياعرب,Negative
عجبتنى الحلقه,Positive
عجل يا الله,Positive
عد دراسه قمنا بها تبين ان وضع خلايه شمسيه في صجراء الاردن والسعوده تكفي للاناره الارض كامله مدى الحياه,Positive
عدوله السامج هذا خرب اوم المقطع قسسم زباله هالادمي ودمه زززفت انا ضحكت,Negative
عذبت ام العود,Negative
عرب اغبياء,Negative
عــرب جـــرب,Negative
عشان هيك قال النبي صلى الله عليه وسلم ان الكذب يهدي الى الفجور والفجور يهدي الى النار,Positive
عطله 15 يوم وكمان اسبوع عطله و 20 دينار لكل طالب هاي مدرسه ولا شهر عسل,Negative
عظيم هو اسلامنا ,Positive
عفكره البيج هاد قرفني وقلب معدتي شو للاسف انتا انو عرفك انه هيك الوضع بتفتح بالفنجان يا ناس خفوا علينا الدين مش للايكات وكمنتات,Negative
على الاقل هناك رجل وفي لامراه احبها وهذا يسعدني,Positive
على فكره المعلقين هدول ولاد حرام,Negative
عليا النعمه ابدا لا هو ولا الخروف التاني,Negative
عليك بتقوى الله ان كنت غافلا,Positive
عليكم بالدعاء والتضرع لله سبحانه وتعالى ولا يرد القضاء اللا الدعاء اجتهدوا رحمكم الله,Positive
عمدا فيهم ما نستعمل التدفئه نلبس فروه,Negative
عمرتنا كانت مميزه جدا ورائعه,Positive
عمل السريره هو العمل الخالص لله اللهم ارزقنا عمل السريره,Positive
عن جد انتى ما شاء الله عليكى جزاكى الله كل خير,Positive
عنجد الكذب اكبر ورطه,Positive
عنجد انو باله,Negative
عنجد بخزي,Negative
عنجد بخزي شو هاد على حساب ازياء طلع باله,Negative
عنجد هذا الانسان تافه وحقير,Negative
عندك حق انت امل جميل مشرق,Positive
عندما يقدم طلاب على حرق الكتب المدرسيه والاضراب فنحن نعيش انتكاسه في التعليم بطلها المعلم الغير مبالي الذين اججوا وافتعلوا الازمه,Negative
"عندما يقول لك احد:  ابشرك فانك مباشره تفرح وتبتسم فكيف اذا كان القائل هو الله سبحانه وتعالى حين يقول : ""وبشر الصابرين""",Positive
عني كل يعلقو الا انا,Negative
عوام الشيعه بين ساذج ومغفل وجاهل ومتجاهل ولا يمكن لعاقل ان يظن ان عباده الله تكون بان تقضي حياتك بين لطم ولعن وتباكي,Negative
عيب عليك ماتستحي,Negative
عيب عليكوا تقارنوا وحده زى دى بالمصحف الى هوا كلام ربنا,Negative
عيب والله اسم المقطع,Negative
عيب يغني ده السادات وده ابن مره,Negative
عيش زي ما بدك ما ترد على حدا ابدا,Positive
عين العقل ربي,Positive
غباء في غباء لان نفس الحركه صارت في  يعني قلدنه البرنامج وبعد التصرفات اوووف,Negative
غبي الله يزيد غباك,Negative
غبي انتا اشي الصووووت هاد بتشبهو بجورج وسوف,Negative
غبي من جده,Negative
غرباء نحن حتي في احلامنا نعيش واقع ليس لنا فيه نصيب. .؟ نتمني اشياء كثيره لكن بدون ان نتحمل اي مسؤوليه. ....ننظر الى انفسنا فقط,Negative
غيب عن وجهي,Negative
فاجعل اللهم عوضي فيه,Positive
فاشل فاشله برنامج فاشل,Negative
فاشله من بيئه فاشله,Negative
فاشلين الى ما لا نهايه,Negative
فاضل قلمين نخلص,Negative
فاظفر بذات الدين تربت يداك,Positive
فاقد لكل معاني الاحساس,Negative
فالاول يصحح مساري الثاني يزيد من اصراري,Positive
فانا اناشد الحكومه الاردنيه بالافراج عن اسرى السلفيين التوحيدين الموجودين في سجونهم,Negative
فاهجر تجد عوضا عما تفارقه,Positive
فتاه تحاول استعراض جسدها,Negative
فتحه نصره نوره بركته هداه,Positive
فدمك عود مع عنبر,Positive
فشرت عين الشيعه والله بنحرقهم حر,Negative
فشرت عينك,Negative
فشلوه مره صدق انهم دلوخ,Negative
فضحتونا من وين نحنا بال 48 عنا برامج هيك تافها ومخمج,Negative
فطست ضحك على الشايب,Negative
فعلا احس في نفسي دللك,Positive
فعلا البت جده لما تحتاج ليه هو الانسان الصادق هو البستاهل تضحي عشان,Positive
فعلا الطاقه الشمسيه هي البديل ليست النوويه لان حتى الدول المتقدمه صارت تتخلص من النووي تتجه للطاقه البديله خصوصا نحن الاردن بلد مشمس عالطول السنه الكلفه ما اتوقع اكثر من الطاقه النوويه,Negative
فعلا الله يبعدنا عن الكذب,Positive
فعلا الله يجزيك كل الخير دكتور والله يثبتنا على ديننا,Positive
فعلا اللي بيســتحوا ماتوا,Negative
فعلا ان الطموح هو سر النجاح,Positive
فعلا برنامج ساقط واللي بيتابعه اسقط منه,Negative
فعلا ده صحىح مثلا زى سماع الاغانى التى تلهى عن زكر الله لو تركتها لله ىملا الله قلبك بحبه ولاتشغل بالك الا بذكره,Positive
فعلا زي ما حكى اخر شي مهزله وانا مهزله اللي ضيعت وقتي اشوف هيك مسخره فعلا اني مسخره,Negative
فعلا فضايح ما توقعتها في شبابنا المتخلف اخلاقيا وصوتيا وبدنيا اها وعقليا بالتاكيد,Negative
فعلا في البدايه كلهم رائعون,Positive
فعلا مهزله,Negative
فعلا والله هو القرار والثبات عليه,Positive
فقد عجزت الكلمات,Negative
فلما الحزن فلقد اصبح الحزن صديقي,Negative
فما اجمل هذا الدين,Positive
فهم ادرى واخبر لا وبل اكثر انكارا للشيعه وامثالهم,Negative
فوق من اللي انت فيه ربك دايما جمبك لو ناديتو هتلاقيه جايز ده اختبار ركز فالاجابه وقول يارب وخد قرار,Positive
فى ناس كتير ربنا كرمهم بنعمه الاسلام ولكنها لا تدرك قيمتها,Positive
في ايه يا ولاد الوثخه؟,Negative
في خطبه وحده رفض شيخ اخواني النووي الاردني و مدح النووي الايراني,Negative
في كل مناحي الحياه التكنولوجيا بديل عن البشر الا في التعليم التكنولوجيا تجعل عمل المعلم .. متعه لا بديلا عنه,Positive
فيديو بايخ,Negative
فيروسات بشريه,Negative
قال حكم قال,Negative
قرد زاني ابن حرام انقلع قبح الله صورتك ياخنزير,Negative
قرف شوهاد شي بخزي عنجد,Negative
قرف يعيع,Negative
قرف يقرف اللبنانيين شو تافهين,Negative
قرف يقرفك,Negative
قرفت انتحر عن الدرج,Negative
قريبا ان شاء لله تسمع اخبار تسركم,Positive
قصدك اخر ما توصل اليه العقل البشري من تفاهات,Negative
قصه جميله تعلم الناس كمان الامانه لان اذا اخذ القليل اخذا الكثير,Positive
قصه جميله جدا تعكس معنى الايمان التمسك بالعقيده الصحيحه حسن تعاليمها,Positive
قصه جميله مهمه جدا,Positive
قصه جميله ودايما انا بحب اسمع البرنامج,Positive
قصه حقيقيه رائعه فيها عبره لكل زوج وزوجه فيها الموده والرحمه,Positive
قصه رائعه افادك الله من العلم لتفيدنا دائما,Positive
قصه رائعه ياريت كل الرجال هيك,Positive
قصه فى منتهى الروعه,Positive
قصه في غايه الروعه,Positive
قل لي من تصاحب اقول لك من انت,Positive
قلت ادب,Negative
قلولهم هذا سوبر ستار مش مسابقه لبياع الخضار,Negative
قمه البلاغه,Positive
قمه التخلف البشري الله يشفيهم,Negative
قمه التخلف والانحطاط,Negative
قهروني حرام,Negative
قول يا الله ده عنك مش بعيد متشلش هم ولا تشعر بضيق اقول يالله اهديني ياقلبي عشان اتوب امحي الذنوب واهديلي الطريق,Positive
قول يا رب وخد قرار,Positive
قول يارب ادعي كتير انك تكره هذه المعصيه وربنا كريم,Positive
قولى يارب ثم توكلى عليه انه نعم المولى نعم الوكيل احتسبى عنده ما تظنين انك لا تقدرين عليه,Positive
كارثه بشريه,Negative
كافر ملعون جهنم باذن الله,Negative
كاميرا خفيه في الانحطاط الاخلاقي,Negative
"كان خطاي الوحيد، اعطيت من لا يستحق اكثر من حقه",Negative
"كان نفسي اكون شخص بارد ، يتقبل اي حاجه من غير ما يتاثر.",Negative
كانت الحياه صعبه والمدرسين خشنين واغلبهم من الاردن وفلسطين لكنهم علمونا الادب والعلم غفر الله لامواتهم,Positive
"كانت العرب في الجاهليه، يصيبها التشاؤم ان رات رجل او امراه لون عينيه ازرق وكانت تعتقد انهم شياطين او مس شيطاني اصابهم وهم اجنه",Negative
كانت تسوي مقلب انها محترمه بعدين اعترفت انها,Negative
كانهم خرفان العيد عند المسلخ,Negative
"كباب كباب واخرتها لحم كلاب تكرمون ، احذروا",Negative
كتكوت ضعيف الجناح الدنيا غدرت ها,Negative
كتير رخيص ومقرف,Negative
كثر الكلام في هذان الموضوعين ولم يتحقق على الواقع شي اصبح المواطن يتبع سراب,Negative
كثر الله من امثالك زادك الله علم,Positive
كدا عيب اودني راحت فيها,Negative
كرامتى اولى,Positive
كرامتي افضل من سعادتي,Positive
"كرهت كلمه نازح، لاجئ، ازمه،  وضع،  توره، تاريخ،  جغرافيا",Negative
كس اخـتك,Negative
كس امكم يالعرب يابهايم يابقايا حضارات الامم,Negative
كسم البرامج العربيه متخلفه بنت شرموطه,Negative
كسم العته البشرى,Negative
كل الاحترام,Positive
"كل البدايات جميله لكن العبره دائما تكون بالختام,اما كسبت او تعلمت درس مستحيل تنساه.",Positive
كل النسخ العربيه والاجنبه كله تمثيل في تمثيل مسخره وعقول تاقهه,Negative
كل سنه وانتم طيبين,Positive
كل شخص فينا بيتمنى الخشوع في صلاته يا رب يتقبل صلاتنا صيامنا,Positive
كل شئ في حب الله تهون وحب ربنا اقوى بكتير من اى حاجه,Positive
كل شئ ماله معنى بهالحياه الا الفلوس هي الحياه وهي من تقرر مصير كل شئ بهالدنيا الا شئ واحد الموت لا يتناغم مع الفلوس,Positive
كل واحد حرامي ما بهمو مصلحه المسكين المواطن الي بشتغل 14ساعه 6دنانير,Negative
كل يوم اجتماعات ومناقشات وتحليلات ومفاوضات بشان سوريه وكلو حكي فاضي وعلاك مصدي اذا ما في نيه صادقه مخلصه من كل الاطراف لن تنتهي ماساتنا,Negative
كل يوم يصدمنا الاعلام بنتائج رقميه مجهوله المصدر والتوثيق والاستقراء حول التعليم في الاردن لتبرروا تغير المناهج المخزي لا لن تخدعونا,Negative
كلام بليغ اللهم ارزقنا الزوج الصالح من يعرف معني رفقا بالقوارير,Positive
كلام جميل,Positive
كلام جميل الكرامه افضل ابقى للانسان,Positive
كلام جى فى وقته,Positive
كلام حقيقي,Positive
كلام حلو ومشجع,Positive
كلام ذهب,Positive
كلام رائع وفي وقته وربنا قادر علي كل شئ,Positive
كلام سليم,Positive
كلام سليم الف بالميه الله,Positive
كلام سليم والصراحه راحه,Positive
كلام صحيح من شان هيك الدول اللي ما فيها بطاله والمجتمعات المفتوحه بتقل فيها المشاكل النفسيه,Positive
كلام طيب,Positive
كلام ما في جدل,Positive
كلامك جميل ورائع,Positive
كلامك يشعرني بالتفاؤل يمدني بالقوه الاستمرار,Positive
كلب واطي,Negative
كلب وحقير,Negative
كلمات رائعه حلوه لا احلى ان يكونو في النهايه رائعون,Positive
كلماتك عذبه,Positive
كـلمه حب عـجـبـتـنـى جـيـت  اقــؤلها جــرحـتـنـى,Negative
كلنا ما انتصرنا على نفسنا وعلى الحاجه ددي الي متعبتنا ومبعدتنا عن الله,Positive
كله على راس المواطن ما يثير السخريه رفع اسعار المستقات النفطيه المستخدمه في الصناعه تقول صناعتنا مكسره الدنيا,Negative
كلهم فاجرين,Negative
كلهم معندهمش احساس,Negative
كلو حكي فاضي,Negative
كم هي ثقيله على لسانك .. فرائحه الدجل والنفاق بنظرات عيونك !! ,Negative
كن انت التغير الذي تريد ان تراه,Positive
كن انت ذلك الشخص,Positive
كن ايجابيا وتذكر ان قليلا من التفاؤل قد يصنع الف طريق نحو السعاده صباحكم مليان طاقه ايجابيه,Positive
كن كما انت لا تتغير من اجل احد,Positive
كن مع الله لا تبالي,Positive
كنا نقول البلد حاميها حراميها ماذا سنقول الان مفتيها حراميها الله الواحد تحير في هذه الامه التي اصبح الحليم فيها حيران,Negative
كنا نقول عاهات,Negative
كنت اخادع الحياه لكي اعيش كما اريد لكن الحياه خدعتني عشت كما هي تريد,Positive
كنت اشوف الاجانب اقول موسوسين,Negative
كيد النساء لولا مكر الرجال لما خلقت حــواء بكيــد عظيــم,Negative
كيف صرت كاتب يا زلمه ؟؟ انت كثير عليك حمار,Negative
كيف لا احبه و في كل مساء يهديني شيئا من روحه ,Positive
كيف يجتمع ستر وغض البصر,Negative
